,Title,Price,Location,Description,Posted_time
113,វីឡាលើអាកាស ហើយស្រាប់ (penthouse Time square 2),"$570,000",Phnom Penh,"🎊Special price 🎊 $600,000☎️099 223 289/081 949 289❤️Times Square 2",39 minutes ago
114,ខុនដូសម្រាប់លក់ក្នុងអាគារខុនដូ 999 តម្លៃត្រឹមតែ 22900$! លក់ក្រោមតម្លៃទីផ្សារ 2100$!! ចូលនៅបានភ្លាមៗ!,"$22,900",Phnom Penh,"ខុនដូសម្រាប់លក់ក្នុងអាគារខុនដូ 999 តម្លៃត្រឹមតែ 22900$! លក់ក្រោមតម្លៃទីផ្សារ 2100$!! ចូលនៅបានភ្លាមៗ!ពត៌មាន",41 minutes ago
115,2បន្ទប់​គេង​ធំទូលាយ,"$192,308",Phnom Penh,"Unit #3-3522Floor 35thRoom 222បន្ទប់​គេង​2បន្ទប់​ទឹក​បង់ប្រាក់​មុន10%90%រំលស់បង់ប្រចាំខែ$1,573ទំនាក់ទំន",42 minutes ago
116,2បន្ទប់គេងដែលលក់ដាច់បំផុត,"$205,111",Phnom Penh,1. Unit number :12-28  Floor: 12               Type: 2bed C1 East North                                     ,48 minutes ago
117,Penthouse Can Move In,"$1,100,000",Phnom Penh,King Building ARoom Size :399SqmRoom No:01Floor:20*Type -3Bedroom-3Bathroom-1Balcony90Degree-1Living ,48 minutes ago
118,1 cheapest bedroom,"$112,880",Phnom Penh,"Le cond’eBkk1 Unit : 1117Floor : 11Size :50 m2 (Gross)Unit Type: 17(1bedroom)- full price : $ 167,179- A",48 minutes ago
119,Whole Sale In Phnom Penh,"$49,000,000",Phnom Penh,12FloorTotal 393UnitStudio Room 3471Bedroom 46Price $49Million (Negotiate)Building Freehold Location: Ru,48 minutes ago
120,Condo for rent or sell Orkide 2004 លក់ រឺ ជួល 380$,"$55,000",Phnom Penh,"Or rent 380$(English Below) B building ខុនដូ Orkide villa the Royal ខណ្ឌសែនសុខ តំលៃលក់ : 55,000$ តំលៃជ",48 minutes ago
121,Star Bay កំពង់សោម ទិញភ្លាមចូលនៅភ្លាម,"$58,000",Preah Sihanouk,បញ្ចុះតម្លៃពិសេស😀 កំពង់សោមខុនដូ Star bay លើផ្លូវ2ធ្នូ ទាល់មុខផ្សារទំនើបព្រីនហ៍ ☎️099 22,49 minutes ago
122,"R&F City 3bedroom $180,000","$180,000",Phnom Penh,✅ទិញភ្លាមចូលរស់នៅភ្លាម 🏙ទិញភ្លាមដាក់ជួលភ្លាម☎️099 223 289/081 949 289✅Condo R,50 minutes ago
123,Discount 40% សម្រាប់ចុងឆ្នាំ,"$159,000",Phnom Penh,🎊🎊Condo La Vista One 🎈🎈☎️099 223 289/081 949 289១ជាន់,54 minutes ago
124,"In front of Aeon mall Phnom Penh | Beautiful 4 bedrooms penthouse for sale | Pool, Gym & Sky-bar| ","$1,890,000",Phnom Penh,"4 Beautiful bedrooms penthouse for sale n front of Aeon mall Phnom Penh | Pool, Gym & Sky-bar| Price: ",59 minutes ago
125,"Daun Penh Area | One 70 condo for sale in Phnom Penh | Gym, pool, skybar & garden","$56,297",Phnom Penh,"One 70 condo for sale in Sangkat Sras Chork, Khan Daun Penh, Phnom Penh, Cambodia.Sale price	Starting from",59 minutes ago
126,វីឡាលើអាកាស ទីតាំងជ្រោយចង្វា Morgan Enmaison,"$537,208",Phnom Penh,Morgan Enimaison ខុនដូរមាត់ទន្លេPenthouse: វីឡាលើអាកាសBuilding 2#51F-06Size: 153.05m2Original price:  $596,59 minutes ago
127,Penthouse ទួលគោកលក់បង្ហើយ,"$570,000",Phnom Penh,"🏢 ខុនដូ Time Square 2ស្ថិតនៅតំបន់មានសក្តានុពលសំណង់ហើយ 100% ✅ជាប្រភេទបន្ទប់ Penthouse[""\ud83d""]\",1 hour ago
128,Star bay កំពង់សោម ,"$60,000",Preah Sihanouk,🏙ខុនដូ 𝐒𝐓𝐀𝐑 𝐁𝐀𝐘 កំពង់សោម       ☎️.016470918 តម្លៃត្រឹមតែ55000$ ឡេីងទៅទិញភ្លាមចូលនៅភ្លាមម,1 hour ago
129,លក់ប្រញ៉ាប់ ខុនដូទួលគោក,"$75,000",Phnom Penh,"ខុនដូរទិញភ្លាមចូលនៅភ្លាមលក់បន្ទាន់2យូនីត ប្រភេទ Studio design 1bedroom ( បង់$22,500 ចូលនៅបានភ្លាម )[""\ud83d""]\",1 hour ago
130,Condo orkide for sale,"$53,000",Phnom Penh,បន្ទប់ខុនដូអរគីដេ ២០០៤ សម្រាប់លក់តម្លៃ$53000 នៅជិតសាលាណតប្រ៊ីជមានសម្ភារ:ប្រើប្រាស់គ្រប់ *ទំហំ32ម៉ែត្រការ៉េ,1 hour ago
131,2បន្ទប់គេង ចូលនៅភ្លាម,"$125,292",Phnom Penh,🔥លក់បន្ទាន់ខុនដូ > ទិញភ្លាមចូលនៅភ្លាម   💥 Two Bedrooms 💥 Size: 76ម៉ែត្រ,1 hour ago
132,តម្លៃពិសេស ខុនដូទួលគោក,"$75,000",Phnom Penh,"បង់មុនត្រឹមតែ 22,500$ តែបុណ្តោះ ក្លាយជាម្ចាស់ខុនដូភ្លាមៗ 70% បង់រយៈពេល 36 ខែដោយគ្មានការប្រាក់ អាចបត់បែនបាន ",1 hour ago
133,លក់បង្ហេីយ ខុនដូទួលគោក,"$75,000",Phnom Penh,"✔️ បង់មុន 22,500$ ចូលនៅបានឬដាក់ជួលបាន        👁‍🗨ទីតាំង ជិតផ្សា TK Avenue/Toul",1 hour ago
134,"Condo ជ្រោយចង្វា $39,800 បង់៥ឆ្នាំគ្មានការប្រាក់","$39,800",Phnom Penh,"Unit:1216Floor: 12Size:29.8m2Net: 24 m2Full price:45,800$Discount price:39,800$Booking:2000$SPA 30%:11,",1 hour ago
135,Condo លក់ រឺ (ជួល ១ ខែ 500$),"$74,999",Phnom Penh,ខុនដូរលក់ប្រញាប់លុយសម័យកូវិត.ធានាតំលៃក្រោមទីផ្សារ.ឪកាសចំនិញច្រើន.ព្រោះម្ចាស់កុនលុយ. condo pent house ទល់មុខអុី,1 hour ago
136,Wealth Mansion 3bedroom best of view,"$256,015",Phnom Penh,🏢Wealth Mansion 🔹Type G : 3Bedrooms🔹Size :      128.14m2🔹Floor ,1 hour ago
137,វិមានលើអាកាស penthouse (624m2),$3,Phnom Penh,"Penthouse លំដាប់អភិជន ធំស្អាតជាងគេ Size:624m2Price,$3M6bedroom 7bathroom Down payment 30%Installment 70m",1 hour ago
138,High Floor Flat Villa,"$1,250,650",Phnom Penh,🔥ខុនដូ 𝐖𝐞𝐚𝐥𝐭𝐡 𝐌𝐚𝐧𝐬𝐢𝐨𝐧 លំដាប់ផ្កាយ5  ✅ អគារដំបូងគេជិតស្ពានជ្រោយចង្វារបំផុត  ✅ ផ្តល់គុណតម,1 hour ago
139,លក់បន្ទាន់,"$45,000",Phnom Penh,ស្ទូឌីយូអាផាតមិនសម្រាប់លក់នៅដូនពេញ រាជធានីភ្នំពេញ📌ត្រឹម 2 នាទីពីផ្សារធំថ្មី➡ កន្លែងគេង 1  |,1 hour ago
140,Riverside - River view Studio room urgent sale,"$62,000",Phnom Penh,Studio Room River View For Sale📍Located Riverside 2min From Night Market ▪️ Studio Room,1 hour ago
141,Condo urgent sale in Sensok,"$60,000",Phnom Penh,"📣✨🏠Condo for Sale✨📣💲Selling Price: $60,000[""\ud83d""]\udd3",1 hour ago
142,ខុនដូ 2បន្ទប់គេង លក់បន្ទាន់,"$145,000",Phnom Penh,2បន្ទប់គេង សម្រាប់លក់នៅមាត់ទន្លេ រាជធានីភ្នំពេញ📌 ត្រឹម 2 នាទីពីផ្សាររាត្រី➡️ បន្ទប់គេង ,1 hour ago
143,3បន្ទប់គេង1ជាន់មានតែមួយ,"$360,000",Phnom Penh,"Le cond’eBkk1 Unit : 801Floor 8Size :167,15 (Gross)Unit Type: 01(3bedrooms)- full price : $ 548,215- Aft",1 hour ago
144,Whole Building In Phnom Penh,"$79,000,000",Phnom Penh,Condo Building For Sale12FloorTotal 692UnitStudio Room 6921Bedroom 692Price $79Million (Negotiate)Buildi,1 hour ago
145,Studioroom Floor18 unit 18 Great Numbers only one Unit at Royal Group Platinum,"$99,999",Phnom Penh,Royal Group Platinum Condominiums💎💎💎Unit type: StudioroomFloor: 18Room: 1,1 hour ago
146,Condo ម្ចាស់លក់បន្ទាន់ នៅទួលគោក Time Square 2,"$58,000",Phnom Penh,🌆Time Square 2  Near TK Avenue Mall———————————————————————1/Unit resale 👉Unit 17E\ud,1 hour ago
147,Time Square 2,"$69,000",Phnom Penh,𝗧𝗜𝗠𝗘 𝗦𝗤𝗨𝗔𝗥𝗘 𝟮 𝗧𝗢𝗪𝗘𝗥Aristocratic Toul Kork areas---------------------------𝗙𝗼𝗿 𝗦𝗮𝗹𝗲 𝗮𝗻𝗱 𝗥𝗲𝗻𝘁👉Uni,1 hour ago
148,Boeng Snor area| 1 bedroom condominium for sale| Rooftop terrace & Gym,"$55,000",Phnom Penh,"1 bedroom condominium for sale in Boeng Snor area| Rooftop terrace & GymSelling price: 55,000$Prop",1 hour ago
149,"In front of Aeon mall Phnom Penh | Beautiful 4 bedrooms penthouse for sale | Pool, Gym & Sky-bar |","$970,000",Phnom Penh,"Beautiful 4 bedrooms penthouse for sale In front of Aeon mall Phnom Penh | Pool, Gym & Sky-bar |Sale P",1 hour ago
150,CONDO Prince Happiness Plaza,"$50,000",Phnom Penh,ជាបន្ទប់ស្ទូឌីយោ ស្រស់ស្អាត និង អ្វីដែលកាន់តែពិសេសទៀតគឺ នៅ ជិតផ្សារទំនើប AEON 1 និង AEON 3 ជាតំបន់អភិវឌ្ឍន៍ មា,03-Jan-2023
151,Ps Crystal condo for sale,"$68,000",Phnom Penh,"🔍 One Bedroom very urgent sale!!📍 Location: Boung Tumpun Area, Behind of ANINA buildin",5 hours ago
152,Seaview Apartment for Sale ,"$1,600",Preah Sihanouk,"The Better Real Estate for Specially YOUThe Project is located in the center of Sihanoukville in front of So",7 hours ago
153,Modern 1BR Condo For Sale in Phnom Penh - BKK3 ,"$94,182",Phnom Penh,"• DABEST Property ID:PPA355• Contact Ms.Silen Bora on 089 780 700 /098 780 700 (phone, whatsapp, Line, tel",5 hours ago
154,បង់30%ចូលនៅបាន ខុនដូទួលគោក,"$75,000",Phnom Penh,🔥 ទិញភ្លាមចូលនៅភ្លាម🔑🔐👈🤩 ខុនដូ Tk STAR🔥 តម,9 minutes ago
155,3បន្ទប់​គេង​ជិតAeon1,"$279,154",Phnom Penh,"*Unit 1211-Size 105.93Sqm-Type 3Bedroom/2Bathroom-Original Price $322,796*Price After Discount $279,154-B",14 minutes ago
156,Buy now get now Beoug kok,"$331,936",Phnom Penh,#ខុនដូ One Park Residence ការរស់នៅប្រកបដោយផាសុខភាព និងសម្បូរបែប☎️081 823 289☎️095 826 28,24 minutes ago
157,The best Penthouse bkk1,"$4,500,000",Phnom Penh,💥លក្ខណៈពិសេសេLe Conde Bkk1💥ជាអាគារប្លែកខុសគេជានិមិត្តរូបថ្មីនៃទីក្រុងភ្នំពេញ☎\ufe,29 minutes ago
158,Le cond’e bkk1 special 3bedroom,"$228,222",Phnom Penh,"Le cond’eBkk1 Unit 1626Floor 16Size :100.17 (Gross)Unit Type: 26(3bedrooms)- full price : $ 338,883- Aft",29 minutes ago
159,នៅមានតែ១ យូនិតប៉ណ្ណោះ ប្រភេទនេះ,"$160,000",Phnom Penh,🎊🎊Condo La Vista One 🎈🎈☎️099 223 289/081 949 289១ជាន់,29 minutes ago
160,Penthouse Flat Villa,"$847,000",Phnom Penh,LA VISTA ONEPenthouse flat Villa Unit:A-35-06Building : AFloor: 35Room: 06Size : 330m2Type:  Penthouses,29 minutes ago
161,Penthouse Special Boeung Kok,"$800,000",Phnom Penh,"One Park Penthouse Building SGType PenthouseUnit: SG-1701      Size: 340.27sqmFull Price : $910,858Sale ",34 minutes ago
162,វីឡាលើអាកាស ហើយស្រាប់ (penthouse Time square 2),"$570,000",Phnom Penh,"🎊Special price 🎊 $600,000☎️099 223 289/081 949 289❤️Times Square 2",39 minutes ago
163,ខុនដូសម្រាប់លក់ក្នុងអាគារខុនដូ 999 តម្លៃត្រឹមតែ 22900$! លក់ក្រោមតម្លៃទីផ្សារ 2100$!! ចូលនៅបានភ្លាមៗ!,"$22,900",Phnom Penh,"ខុនដូសម្រាប់លក់ក្នុងអាគារខុនដូ 999 តម្លៃត្រឹមតែ 22900$! លក់ក្រោមតម្លៃទីផ្សារ 2100$!! ចូលនៅបានភ្លាមៗ!ពត៌មាន",41 minutes ago
164,2បន្ទប់​គេង​ធំទូលាយ,"$192,308",Phnom Penh,"Unit #3-3522Floor 35thRoom 222បន្ទប់​គេង​2បន្ទប់​ទឹក​បង់ប្រាក់​មុន10%90%រំលស់បង់ប្រចាំខែ$1,573ទំនាក់ទំន",42 minutes ago
165,2បន្ទប់គេងដែលលក់ដាច់បំផុត,"$205,111",Phnom Penh,1. Unit number :12-28  Floor: 12               Type: 2bed C1 East North                                     ,48 minutes ago
166,Penthouse Can Move In,"$1,100,000",Phnom Penh,King Building ARoom Size :399SqmRoom No:01Floor:20*Type -3Bedroom-3Bathroom-1Balcony90Degree-1Living ,48 minutes ago
167,1 cheapest bedroom,"$112,880",Phnom Penh,"Le cond’eBkk1 Unit : 1117Floor : 11Size :50 m2 (Gross)Unit Type: 17(1bedroom)- full price : $ 167,179- A",48 minutes ago
168,Whole Sale In Phnom Penh,"$49,000,000",Phnom Penh,12FloorTotal 393UnitStudio Room 3471Bedroom 46Price $49Million (Negotiate)Building Freehold Location: Ru,48 minutes ago
169,Condo for rent or sell Orkide 2004 លក់ រឺ ជួល 380$,"$55,000",Phnom Penh,"Or rent 380$(English Below) B building ខុនដូ Orkide villa the Royal ខណ្ឌសែនសុខ តំលៃលក់ : 55,000$ តំលៃជ",48 minutes ago
170,Star Bay កំពង់សោម ទិញភ្លាមចូលនៅភ្លាម,"$58,000",Preah Sihanouk,បញ្ចុះតម្លៃពិសេស😀 កំពង់សោមខុនដូ Star bay លើផ្លូវ2ធ្នូ ទាល់មុខផ្សារទំនើបព្រីនហ៍ ☎️099 22,49 minutes ago
171,"R&F City 3bedroom $180,000","$180,000",Phnom Penh,✅ទិញភ្លាមចូលរស់នៅភ្លាម 🏙ទិញភ្លាមដាក់ជួលភ្លាម☎️099 223 289/081 949 289✅Condo R,50 minutes ago
172,Discount 40% សម្រាប់ចុងឆ្នាំ,"$159,000",Phnom Penh,🎊🎊Condo La Vista One 🎈🎈☎️099 223 289/081 949 289១ជាន់,54 minutes ago
173,"In front of Aeon mall Phnom Penh | Beautiful 4 bedrooms penthouse for sale | Pool, Gym & Sky-bar| ","$1,890,000",Phnom Penh,"4 Beautiful bedrooms penthouse for sale n front of Aeon mall Phnom Penh | Pool, Gym & Sky-bar| Price: ",59 minutes ago
174,"Daun Penh Area | One 70 condo for sale in Phnom Penh | Gym, pool, skybar & garden","$56,297",Phnom Penh,"One 70 condo for sale in Sangkat Sras Chork, Khan Daun Penh, Phnom Penh, Cambodia.Sale price	Starting from",59 minutes ago
175,វីឡាលើអាកាស ទីតាំងជ្រោយចង្វា Morgan Enmaison,"$537,208",Phnom Penh,Morgan Enimaison ខុនដូរមាត់ទន្លេPenthouse: វីឡាលើអាកាសBuilding 2#51F-06Size: 153.05m2Original price:  $596,59 minutes ago
